Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2024-04-17,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-18,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-19,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-20,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-21,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-22,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-23,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-24,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-25,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-26,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-27,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-28,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-29,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-30,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
